DateTime,Consumption kWh,Off-peak,Mid-peak,On-peak
12/17/2011 14:00:00,0.28,1,0,0
12/17/2011 15:00:00,0.48,1,0,0
12/17/2011 16:00:00,0.43,1,0,0
12/17/2011 17:00:00,1.29,1,0,0
12/17/2011 18:00:00,3.74,1,0,0
12/17/2011 19:00:00,0.48,1,0,0
12/17/2011 20:00:00,0.29,1,0,0
12/17/2011 21:00:00,0.28,1,0,0
12/17/2011 22:00:00,0.3,1,0,0
12/17/2011 23:00:00,0.27,1,0,0
12/17/2011 00:00:00,0.3,1,0,0
12/18/2011 01:00:00,0.29,1,0,0
12/18/2011 02:00:00,0.31,1,0,0
12/18/2011 03:00:00,0.29,1,0,0
12/18/2011 04:00:00,0.27,1,0,0
12/18/2011 05:00:00,0.29,1,0,0
12/18/2011 06:00:00,0.26,1,0,0
12/18/2011 07:00:00,0.27,1,0,0
12/18/2011 08:00:00,0.72,1,0,0
12/18/2011 09:00:00,0.68,1,0,0
12/18/2011 10:00:00,0.53,1,0,0
12/18/2011 11:00:00,0.4,1,0,0
12/18/2011 12:00:00,1.47,1,0,0
12/18/2011 13:00:00,0.83,1,0,0
12/18/2011 14:00:00,0.59,1,0,0
12/18/2011 15:00:00,0.62,1,0,0
12/18/2011 16:00:00,0.61,1,0,0
12/18/2011 17:00:00,0.67,1,0,0
12/18/2011 18:00:00,0.94,1,0,0
12/18/2011 19:00:00,0.78,1,0,0
12/18/2011 20:00:00,3.35,1,0,0
12/18/2011 21:00:00,0.44,1,0,0
12/18/2011 22:00:00,0.42,1,0,0
12/18/2011 23:00:00,0.39,1,0,0
12/18/2011 00:00:00,0.39,1,0,0
12/19/2011 01:00:00,0.31,1,0,0
12/19/2011 02:00:00,0.28,1,0,0
12/19/2011 03:00:00,0.28,1,0,0
12/19/2011 04:00:00,0.31,1,0,0
12/19/2011 05:00:00,0.3,1,0,0
12/19/2011 06:00:00,0.29,1,0,0
12/19/2011 07:00:00,0.3,1,0,0
12/19/2011 08:00:00,0.32,0,0,1
12/19/2011 09:00:00,0.26,0,0,1
12/19/2011 10:00:00,0.35,0,0,1
12/19/2011 11:00:00,0.35,0,0,1
12/19/2011 12:00:00,1.56,0,1,0
12/19/2011 13:00:00,0.81,0,1,0
12/19/2011 14:00:00,0.35,0,1,0
12/19/2011 15:00:00,0.37,0,1,0
12/19/2011 16:00:00,0.43,0,1,0
12/19/2011 17:00:00,0.37,0,1,0
12/19/2011 18:00:00,0.29,0,0,1
12/19/2011 19:00:00,0.31,0,0,1
12/19/2011 20:00:00,0.67,1,0,0
12/19/2011 21:00:00,1.27,1,0,0
12/19/2011 22:00:00,1.08,1,0,0
12/19/2011 23:00:00,0.46,1,0,0
12/19/2011 00:00:00,0.35,1,0,0
12/20/2011 01:00:00,0.31,1,0,0
12/20/2011 02:00:00,0.29,1,0,0
12/20/2011 03:00:00,0.28,1,0,0
12/20/2011 04:00:00,0.3,1,0,0
12/20/2011 05:00:00,0.42,1,0,0
12/20/2011 06:00:00,0.38,1,0,0
12/20/2011 07:00:00,0.28,1,0,0
12/20/2011 08:00:00,0.28,0,0,1
12/20/2011 09:00:00,0.31,0,0,1
12/20/2011 10:00:00,0.38,0,0,1
12/20/2011 11:00:00,0.4,0,0,1
12/20/2011 12:00:00,0.34,0,1,0
12/20/2011 13:00:00,0.38,0,1,0
12/20/2011 14:00:00,0.29,0,1,0
12/20/2011 15:00:00,0.25,0,1,0
12/20/2011 16:00:00,0.35,0,1,0
12/20/2011 17:00:00,0.38,0,1,0
12/20/2011 18:00:00,0.59,0,0,1
12/20/2011 19:00:00,0.5,0,0,1
12/20/2011 20:00:00,0.5,1,0,0
12/20/2011 21:00:00,0.47,1,0,0
12/20/2011 22:00:00,0.42,1,0,0
12/20/2011 23:00:00,0.41,1,0,0
12/20/2011 00:00:00,0.41,1,0,0
12/21/2011 01:00:00,0.33,1,0,0
12/21/2011 02:00:00,0.3,1,0,0
12/21/2011 03:00:00,0.29,1,0,0
12/21/2011 04:00:00,0.29,1,0,0
12/21/2011 05:00:00,0.31,1,0,0
12/21/2011 06:00:00,0.28,1,0,0
12/21/2011 07:00:00,0.29,1,0,0
12/21/2011 08:00:00,0.4,0,0,1
12/21/2011 09:00:00,0.29,0,0,1
12/21/2011 10:00:00,0.39,0,0,1
12/21/2011 11:00:00,0.39,0,0,1
12/21/2011 12:00:00,1.82,0,1,0
12/21/2011 13:00:00,0.58,0,1,0
12/21/2011 14:00:00,0.3,0,1,0
12/21/2011 15:00:00,0.26,0,1,0
12/21/2011 16:00:00,0.42,0,1,0
12/21/2011 17:00:00,0.37,0,1,0
12/21/2011 18:00:00,0.31,0,0,1
12/21/2011 19:00:00,0.29,0,0,1
12/21/2011 20:00:00,0.28,1,0,0
12/21/2011 21:00:00,0.3,1,0,0
12/21/2011 22:00:00,0.27,1,0,0
12/21/2011 23:00:00,0.28,1,0,0
12/21/2011 00:00:00,0.28,1,0,0
12/22/2011 01:00:00,0.27,1,0,0
12/22/2011 02:00:00,0.3,1,0,0
12/22/2011 03:00:00,0.25,1,0,0
12/22/2011 04:00:00,0.29,1,0,0
12/22/2011 05:00:00,0.26,1,0,0
12/22/2011 06:00:00,0.26,1,0,0
12/22/2011 07:00:00,0.27,1,0,0
12/22/2011 08:00:00,0.29,0,0,1
12/22/2011 09:00:00,0.29,0,0,1
12/22/2011 10:00:00,0.35,0,0,1
12/22/2011 11:00:00,0.34,0,0,1
12/22/2011 12:00:00,0.35,0,1,0
12/22/2011 13:00:00,0.38,0,1,0
12/22/2011 14:00:00,0.34,0,1,0
12/22/2011 15:00:00,0.26,0,1,0
12/22/2011 16:00:00,0.33,0,1,0
12/22/2011 17:00:00,0.34,0,1,0
12/22/2011 18:00:00,0.35,0,0,1
12/22/2011 19:00:00,0.46,0,0,1
12/22/2011 20:00:00,0.38,1,0,0
12/22/2011 21:00:00,0.46,1,0,0
12/22/2011 22:00:00,1.64,1,0,0
12/22/2011 23:00:00,0.43,1,0,0
12/22/2011 00:00:00,0.42,1,0,0
12/23/2011 01:00:00,0.31,1,0,0
12/23/2011 02:00:00,0.31,1,0,0
12/23/2011 03:00:00,0.28,1,0,0
12/23/2011 04:00:00,0.38,1,0,0
12/23/2011 05:00:00,0.32,1,0,0
12/23/2011 06:00:00,0.28,1,0,0
12/23/2011 07:00:00,0.3,1,0,0
12/23/2011 08:00:00,0.37,0,0,1
12/23/2011 09:00:00,0.27,0,0,1
12/23/2011 10:00:00,0.36,0,0,1
12/23/2011 11:00:00,0.34,0,0,1
12/23/2011 12:00:00,0.32,0,1,0
12/23/2011 13:00:00,0.51,0,1,0
12/23/2011 14:00:00,0.33,0,1,0
12/23/2011 15:00:00,0.31,0,1,0
12/23/2011 16:00:00,0.38,0,1,0
12/23/2011 17:00:00,0.56,0,1,0
12/23/2011 18:00:00,0.89,0,0,1
12/23/2011 19:00:00,0.74,0,0,1
12/23/2011 20:00:00,0.68,1,0,0
12/23/2011 21:00:00,0.67,1,0,0
12/23/2011 22:00:00,1.04,1,0,0
12/23/2011 23:00:00,3.23,1,0,0
12/23/2011 00:00:00,1.4,1,0,0
12/24/2011 01:00:00,0.32,1,0,0
12/24/2011 02:00:00,0.29,1,0,0
12/24/2011 03:00:00,0.29,1,0,0
12/24/2011 04:00:00,0.3,1,0,0
12/24/2011 05:00:00,0.32,1,0,0
12/24/2011 06:00:00,0.28,1,0,0
12/24/2011 07:00:00,0.31,1,0,0
12/24/2011 08:00:00,0.29,1,0,0
12/24/2011 09:00:00,0.3,1,0,0
12/24/2011 10:00:00,0.35,1,0,0
12/24/2011 11:00:00,0.42,1,0,0
12/24/2011 12:00:00,0.27,1,0,0
12/24/2011 13:00:00,0.47,1,0,0
12/24/2011 14:00:00,3.66,1,0,0
12/24/2011 15:00:00,0.53,1,0,0
12/24/2011 16:00:00,1.45,1,0,0
12/24/2011 17:00:00,1,1,0,0
12/24/2011 18:00:00,0.66,1,0,0
12/24/2011 19:00:00,1.59,1,0,0
12/24/2011 20:00:00,2.09,1,0,0
12/24/2011 21:00:00,0.79,1,0,0
12/24/2011 22:00:00,0.66,1,0,0
12/24/2011 23:00:00,0.63,1,0,0
12/24/2011 00:00:00,0.71,1,0,0
12/25/2011 01:00:00,0.46,1,0,0
12/25/2011 02:00:00,0.31,1,0,0
12/25/2011 03:00:00,0.29,1,0,0
12/25/2011 04:00:00,0.32,1,0,0
12/25/2011 05:00:00,0.32,1,0,0
12/25/2011 06:00:00,0.29,1,0,0
12/25/2011 07:00:00,0.3,1,0,0
12/25/2011 08:00:00,0.3,1,0,0
12/25/2011 09:00:00,0.29,1,0,0
12/25/2011 10:00:00,0.37,1,0,0
12/25/2011 11:00:00,0.73,1,0,0
12/25/2011 12:00:00,0.4,1,0,0
12/25/2011 13:00:00,0.31,1,0,0
12/25/2011 14:00:00,0.27,1,0,0
12/25/2011 15:00:00,0.26,1,0,0
12/25/2011 16:00:00,0.28,1,0,0
12/25/2011 17:00:00,0.26,1,0,0
12/25/2011 18:00:00,0.27,1,0,0
12/25/2011 19:00:00,0.27,1,0,0
12/25/2011 20:00:00,0.28,1,0,0
12/25/2011 21:00:00,0.27,1,0,0
12/25/2011 22:00:00,0.28,1,0,0
12/25/2011 23:00:00,0.34,1,0,0
12/25/2011 00:00:00,0.42,1,0,0
12/26/2011 01:00:00,0.4,1,0,0
12/26/2011 02:00:00,0.31,1,0,0
12/26/2011 03:00:00,0.28,1,0,0
12/26/2011 04:00:00,0.3,1,0,0
12/26/2011 05:00:00,0.31,1,0,0
12/26/2011 06:00:00,0.28,1,0,0
12/26/2011 07:00:00,0.29,1,0,0
12/26/2011 08:00:00,0.28,1,0,0
12/26/2011 09:00:00,0.35,1,0,0
12/26/2011 10:00:00,0.87,1,0,0
12/26/2011 11:00:00,0.5,1,0,0
12/26/2011 12:00:00,0.62,1,0,0
12/26/2011 13:00:00,3.84,1,0,0
12/26/2011 14:00:00,1.6,1,0,0
12/26/2011 15:00:00,3,1,0,0
12/26/2011 16:00:00,0.27,1,0,0
12/26/2011 17:00:00,0.55,1,0,0
12/26/2011 18:00:00,0.67,1,0,0
12/26/2011 19:00:00,0.6,1,0,0
12/26/2011 20:00:00,0.48,1,0,0
12/26/2011 21:00:00,0.42,1,0,0
12/26/2011 22:00:00,0.59,1,0,0
12/26/2011 23:00:00,0.43,1,0,0
12/26/2011 00:00:00,0.44,1,0,0
12/27/2011 01:00:00,0.41,1,0,0
12/27/2011 02:00:00,0.35,1,0,0
12/27/2011 03:00:00,0.28,1,0,0
12/27/2011 04:00:00,0.31,1,0,0
12/27/2011 05:00:00,0.3,1,0,0
12/27/2011 06:00:00,0.32,1,0,0
12/27/2011 07:00:00,0.12,1,0,0
12/27/2011 08:00:00,0.12,1,0,0
12/27/2011 09:00:00,0.13,1,0,0
12/27/2011 10:00:00,0.16,1,0,0
12/27/2011 11:00:00,0.33,1,0,0
12/27/2011 12:00:00,0.27,1,0,0
12/27/2011 13:00:00,0.28,1,0,0
12/27/2011 14:00:00,0.31,1,0,0
12/27/2011 15:00:00,0.43,1,0,0
12/27/2011 16:00:00,0.37,1,0,0
12/27/2011 17:00:00,0.5,1,0,0
12/27/2011 18:00:00,1.2,1,0,0
12/27/2011 19:00:00,1.8,1,0,0
12/27/2011 20:00:00,0.46,1,0,0
12/27/2011 21:00:00,1.9,1,0,0
12/27/2011 22:00:00,0.77,1,0,0
12/27/2011 23:00:00,0.44,1,0,0
12/27/2011 00:00:00,0.46,1,0,0
12/28/2011 01:00:00,0.44,1,0,0
12/28/2011 02:00:00,0.38,1,0,0
12/28/2011 03:00:00,0.28,1,0,0
12/28/2011 04:00:00,0.28,1,0,0
12/28/2011 05:00:00,0.31,1,0,0
12/28/2011 06:00:00,0.26,1,0,0
12/28/2011 07:00:00,0.3,1,0,0
12/28/2011 08:00:00,0.36,0,0,1
12/28/2011 09:00:00,0.31,0,0,1
12/28/2011 10:00:00,1.47,0,0,1
12/28/2011 11:00:00,0.6,0,0,1
12/28/2011 12:00:00,0.35,0,1,0
12/28/2011 13:00:00,0.32,0,1,0
12/28/2011 14:00:00,0.34,0,1,0
12/28/2011 15:00:00,0.32,0,1,0
12/28/2011 16:00:00,0.33,0,1,0
12/28/2011 17:00:00,0.46,0,1,0
12/28/2011 18:00:00,0.31,0,0,1
12/28/2011 19:00:00,0.42,0,0,1
12/28/2011 20:00:00,0.33,1,0,0
12/28/2011 21:00:00,0.31,1,0,0
12/28/2011 22:00:00,0.32,1,0,0
12/28/2011 23:00:00,0.31,1,0,0
12/28/2011 00:00:00,0.38,1,0,0
12/29/2011 01:00:00,0.45,1,0,0
12/29/2011 02:00:00,0.31,1,0,0
12/29/2011 03:00:00,0.29,1,0,0
12/29/2011 04:00:00,0.3,1,0,0
12/29/2011 05:00:00,0.29,1,0,0
12/29/2011 06:00:00,0.29,1,0,0
12/29/2011 07:00:00,0.28,1,0,0
12/29/2011 08:00:00,0.3,0,0,1
12/29/2011 09:00:00,0.31,0,0,1
12/29/2011 10:00:00,0.32,0,0,1
12/29/2011 11:00:00,0.76,0,0,1
12/29/2011 12:00:00,0.84,0,1,0
12/29/2011 13:00:00,0.7,0,1,0
12/29/2011 14:00:00,0.65,0,1,0
12/29/2011 15:00:00,0.71,0,1,0
12/29/2011 16:00:00,0.74,0,1,0
12/29/2011 17:00:00,0.66,0,1,0
12/29/2011 18:00:00,0.7,0,0,1
12/29/2011 19:00:00,0.76,0,0,1
12/29/2011 20:00:00,0.66,1,0,0
12/29/2011 21:00:00,0.64,1,0,0
12/29/2011 22:00:00,0.63,1,0,0
12/29/2011 23:00:00,0.44,1,0,0
12/29/2011 00:00:00,0.36,1,0,0
12/30/2011 01:00:00,0.31,1,0,0
12/30/2011 02:00:00,0.31,1,0,0
12/30/2011 03:00:00,0.28,1,0,0
12/30/2011 04:00:00,0.26,1,0,0
12/30/2011 05:00:00,0.29,1,0,0
12/30/2011 06:00:00,0.28,1,0,0
12/30/2011 07:00:00,0.27,1,0,0
12/30/2011 08:00:00,0.27,0,0,1
12/30/2011 09:00:00,0.32,0,0,1
12/30/2011 10:00:00,0.5,0,0,1
12/30/2011 11:00:00,0.31,0,0,1
12/30/2011 12:00:00,0.26,0,1,0
12/30/2011 13:00:00,0.55,0,1,0
12/30/2011 14:00:00,0.37,0,1,0
12/30/2011 15:00:00,0.34,0,1,0
12/30/2011 16:00:00,0.66,0,1,0
12/30/2011 17:00:00,0.58,0,1,0
12/30/2011 18:00:00,0.44,0,0,1
12/30/2011 19:00:00,0.78,0,0,1
12/30/2011 20:00:00,0.55,1,0,0
12/30/2011 21:00:00,0.58,1,0,0
12/30/2011 22:00:00,0.47,1,0,0
12/30/2011 23:00:00,0.51,1,0,0
12/30/2011 00:00:00,0.53,1,0,0
12/31/2011 01:00:00,0.42,1,0,0
12/31/2011 02:00:00,0.32,1,0,0
12/31/2011 03:00:00,0.29,1,0,0
12/31/2011 04:00:00,0.29,1,0,0
12/31/2011 05:00:00,0.31,1,0,0
12/31/2011 06:00:00,0.29,1,0,0
12/31/2011 07:00:00,0.27,1,0,0
12/31/2011 08:00:00,0.29,1,0,0
12/31/2011 09:00:00,0.31,1,0,0
12/31/2011 10:00:00,0.37,1,0,0
12/31/2011 11:00:00,0.46,1,0,0
12/31/2011 12:00:00,0.26,1,0,0
12/31/2011 13:00:00,0.27,1,0,0
12/31/2011 14:00:00,1.99,1,0,0
12/31/2011 15:00:00,0.49,1,0,0
12/31/2011 16:00:00,0.48,1,0,0
12/31/2011 17:00:00,0.43,1,0,0
12/31/2011 18:00:00,1.04,1,0,0
12/31/2011 19:00:00,2.37,1,0,0
12/31/2011 20:00:00,0.34,1,0,0
12/31/2011 21:00:00,0.32,1,0,0
12/31/2011 22:00:00,0.29,1,0,0
12/31/2011 23:00:00,0.29,1,0,0
12/31/2011 00:00:00,0.31,1,0,0
01/01/2012 01:00:00,0.29,1,0,0
01/01/2012 02:00:00,0.35,1,0,0
01/01/2012 03:00:00,0.3,1,0,0
01/01/2012 04:00:00,0.29,1,0,0
01/01/2012 05:00:00,0.29,1,0,0
01/01/2012 06:00:00,0.3,1,0,0
01/01/2012 07:00:00,0.27,1,0,0
01/01/2012 08:00:00,0.28,1,0,0
01/01/2012 09:00:00,0.29,1,0,0
01/01/2012 10:00:00,0.52,1,0,0
01/01/2012 11:00:00,0.7,1,0,0
01/01/2012 12:00:00,0.7,1,0,0
01/01/2012 13:00:00,0.7,1,0,0
01/01/2012 14:00:00,0.83,1,0,0
01/01/2012 15:00:00,0.63,1,0,0
01/01/2012 16:00:00,0.43,1,0,0
01/01/2012 17:00:00,0.3,1,0,0
01/01/2012 18:00:00,0.77,1,0,0
01/01/2012 19:00:00,0.67,1,0,0
01/01/2012 20:00:00,0.59,1,0,0
01/01/2012 21:00:00,0.42,1,0,0
01/01/2012 22:00:00,0.49,1,0,0
01/01/2012 23:00:00,2.84,1,0,0
01/01/2012 00:00:00,0.4,1,0,0
01/02/2012 01:00:00,0.35,1,0,0
01/02/2012 02:00:00,0.29,1,0,0
01/02/2012 03:00:00,0.29,1,0,0
01/02/2012 04:00:00,0.31,1,0,0
01/02/2012 05:00:00,0.3,1,0,0
01/02/2012 06:00:00,0.3,1,0,0
01/02/2012 07:00:00,0.51,1,0,0
01/02/2012 08:00:00,0.48,1,0,0
01/02/2012 09:00:00,0.4,1,0,0
01/02/2012 10:00:00,0.4,1,0,0
01/02/2012 11:00:00,0.32,1,0,0
01/02/2012 12:00:00,0.3,1,0,0
01/02/2012 13:00:00,0.29,1,0,0
01/02/2012 14:00:00,0.5,1,0,0
01/02/2012 15:00:00,0.36,1,0,0
01/02/2012 16:00:00,0.34,1,0,0
01/02/2012 17:00:00,0.36,1,0,0
01/02/2012 18:00:00,1.88,1,0,0
01/02/2012 19:00:00,0.61,1,0,0
01/02/2012 20:00:00,0.49,1,0,0
01/02/2012 21:00:00,0.51,1,0,0
01/02/2012 22:00:00,0.52,1,0,0
01/02/2012 23:00:00,0.49,1,0,0
01/02/2012 00:00:00,0.46,1,0,0
01/03/2012 01:00:00,0.38,1,0,0
01/03/2012 02:00:00,0.32,1,0,0
01/03/2012 03:00:00,0.31,1,0,0
01/03/2012 04:00:00,0.3,1,0,0
01/03/2012 05:00:00,0.35,1,0,0
01/03/2012 06:00:00,0.3,1,0,0
01/03/2012 07:00:00,0.31,1,0,0
01/03/2012 08:00:00,0.4,0,0,1
01/03/2012 09:00:00,0.29,0,0,1
01/03/2012 10:00:00,0.34,0,0,1
01/03/2012 11:00:00,0.51,0,0,1
01/03/2012 12:00:00,0.43,0,1,0
01/03/2012 13:00:00,0.37,0,1,0
01/03/2012 14:00:00,0.29,0,1,0
01/03/2012 15:00:00,0.27,0,1,0
01/03/2012 16:00:00,0.29,0,1,0
01/03/2012 17:00:00,0.27,0,1,0
01/03/2012 18:00:00,0.45,0,0,1
01/03/2012 19:00:00,0.44,0,0,1
01/03/2012 20:00:00,0.52,1,0,0
01/03/2012 21:00:00,0.61,1,0,0
01/03/2012 22:00:00,0.56,1,0,0
01/03/2012 23:00:00,0.42,1,0,0
01/03/2012 00:00:00,0.41,1,0,0
01/04/2012 01:00:00,0.27,1,0,0
01/04/2012 02:00:00,0.28,1,0,0
01/04/2012 03:00:00,0.27,1,0,0
01/04/2012 04:00:00,0.3,1,0,0
01/04/2012 05:00:00,0.39,1,0,0
01/04/2012 06:00:00,0.3,1,0,0
01/04/2012 07:00:00,0.42,1,0,0
01/04/2012 08:00:00,0.44,0,0,1
01/04/2012 09:00:00,0.27,0,0,1
01/04/2012 10:00:00,0.5,0,0,1
01/04/2012 11:00:00,0.4,0,0,1
01/04/2012 12:00:00,0.51,0,1,0
01/04/2012 13:00:00,0.45,0,1,0
01/04/2012 14:00:00,0.28,0,1,0
01/04/2012 15:00:00,0.34,0,1,0
01/04/2012 16:00:00,0.36,0,1,0
01/04/2012 17:00:00,0.32,0,1,0
01/04/2012 18:00:00,0.56,0,0,1
01/04/2012 19:00:00,0.29,0,0,1
01/04/2012 20:00:00,0.3,1,0,0
01/04/2012 21:00:00,0.45,1,0,0
01/04/2012 22:00:00,0.65,1,0,0
01/04/2012 23:00:00,0.6,1,0,0
01/04/2012 00:00:00,0.44,1,0,0
01/05/2012 01:00:00,0.37,1,0,0
01/05/2012 02:00:00,0.41,1,0,0
01/05/2012 03:00:00,0.31,1,0,0
01/05/2012 04:00:00,0.3,1,0,0
01/05/2012 05:00:00,0.32,1,0,0
01/05/2012 06:00:00,0.31,1,0,0
01/05/2012 07:00:00,0.31,1,0,0
01/05/2012 08:00:00,0.3,0,0,1
01/05/2012 09:00:00,0.32,0,0,1
01/05/2012 10:00:00,0.48,0,0,1
01/05/2012 11:00:00,1.2,0,0,1
01/05/2012 12:00:00,1.01,0,1,0
01/05/2012 13:00:00,0.45,0,1,0
01/05/2012 14:00:00,0.43,0,1,0
01/05/2012 15:00:00,0.53,0,1,0
01/05/2012 16:00:00,0.45,0,1,0
01/05/2012 17:00:00,0.37,0,1,0
01/05/2012 18:00:00,0.47,0,0,1
01/05/2012 19:00:00,0.46,0,0,1
01/05/2012 20:00:00,0.47,1,0,0
01/05/2012 21:00:00,0.46,1,0,0
01/05/2012 22:00:00,0.45,1,0,0
01/05/2012 23:00:00,0.47,1,0,0
01/05/2012 00:00:00,0.45,1,0,0
01/06/2012 01:00:00,0.34,1,0,0
01/06/2012 02:00:00,0.3,1,0,0
01/06/2012 03:00:00,0.29,1,0,0
01/06/2012 04:00:00,0.32,1,0,0
01/06/2012 05:00:00,0.31,1,0,0
01/06/2012 06:00:00,0.3,1,0,0
01/06/2012 07:00:00,0.31,1,0,0
01/06/2012 08:00:00,0.41,0,0,1
01/06/2012 09:00:00,0.31,0,0,1
01/06/2012 10:00:00,0.38,0,0,1
01/06/2012 11:00:00,0.36,0,0,1
01/06/2012 12:00:00,0.39,0,1,0
01/06/2012 13:00:00,0.36,0,1,0
01/06/2012 14:00:00,0.31,0,1,0
01/06/2012 15:00:00,0.33,0,1,0
01/06/2012 16:00:00,0.45,0,1,0
01/06/2012 17:00:00,0.36,0,1,0
01/06/2012 18:00:00,0.3,0,0,1
01/06/2012 19:00:00,0.29,0,0,1
01/06/2012 20:00:00,0.4,1,0,0
01/06/2012 21:00:00,0.38,1,0,0
01/06/2012 22:00:00,0.48,1,0,0
01/06/2012 23:00:00,0.44,1,0,0
01/06/2012 00:00:00,0.45,1,0,0
01/07/2012 01:00:00,0.35,1,0,0
01/07/2012 02:00:00,0.31,1,0,0
01/07/2012 03:00:00,0.3,1,0,0
01/07/2012 04:00:00,0.31,1,0,0
01/07/2012 05:00:00,0.32,1,0,0
01/07/2012 06:00:00,0.3,1,0,0
01/07/2012 07:00:00,0.3,1,0,0
01/07/2012 08:00:00,0.29,1,0,0
01/07/2012 09:00:00,0.38,1,0,0
01/07/2012 10:00:00,0.5,1,0,0
01/07/2012 11:00:00,0.42,1,0,0
01/07/2012 12:00:00,0.28,1,0,0
01/07/2012 13:00:00,0.49,1,0,0
01/07/2012 14:00:00,0.43,1,0,0
01/07/2012 15:00:00,0.57,1,0,0
01/07/2012 16:00:00,3.71,1,0,0
01/07/2012 17:00:00,2.2,1,0,0
01/07/2012 18:00:00,0.56,1,0,0
01/07/2012 19:00:00,0.4,1,0,0
01/07/2012 20:00:00,0.59,1,0,0
01/07/2012 21:00:00,0.32,1,0,0
01/07/2012 22:00:00,0.33,1,0,0
01/07/2012 23:00:00,0.29,1,0,0
01/07/2012 00:00:00,0.32,1,0,0
01/08/2012 01:00:00,0.31,1,0,0
01/08/2012 02:00:00,0.32,1,0,0
01/08/2012 03:00:00,0.27,1,0,0
01/08/2012 04:00:00,0.29,1,0,0
01/08/2012 05:00:00,0.38,1,0,0
01/08/2012 06:00:00,0.27,1,0,0
01/08/2012 07:00:00,0.27,1,0,0
01/08/2012 08:00:00,0.26,1,0,0
01/08/2012 09:00:00,0.3,1,0,0
01/08/2012 10:00:00,0.28,1,0,0
01/08/2012 11:00:00,0.3,1,0,0
01/08/2012 12:00:00,0.51,1,0,0
01/08/2012 13:00:00,3.91,1,0,0
01/08/2012 14:00:00,0.54,1,0,0
01/08/2012 15:00:00,0.4,1,0,0
01/08/2012 16:00:00,0.4,1,0,0
01/08/2012 17:00:00,0.33,1,0,0
01/08/2012 18:00:00,0.35,1,0,0
01/08/2012 19:00:00,0.37,1,0,0
01/08/2012 20:00:00,0.36,1,0,0
01/08/2012 21:00:00,1.17,1,0,0
01/08/2012 22:00:00,3.66,1,0,0
01/08/2012 23:00:00,0.5,1,0,0
01/08/2012 00:00:00,0.52,1,0,0
01/09/2012 01:00:00,0.36,1,0,0
01/09/2012 02:00:00,0.31,1,0,0
01/09/2012 03:00:00,0.25,1,0,0
01/09/2012 04:00:00,0.28,1,0,0
